OAK4,CA,37.7448,-121.3985
ONT6,CA,33.873,-117.2361
PHX6,AZ,33.433,-112.1644
IND1,IN,39.9797,-86.3833
AVP3,PA,41.2776,-75.4973
CAE1,SC,33.9114,-81.0501
BNA2,TN,36.1202,-86.4096
DFW7,TX,32.9709,-97.3348
SAT1,TX,29.6021,-98.289
RIC2,VA,37.3521,-77.3269
